머리,가슴,다리,손,발,방어력,힘,민첩,지능,의지,크리티컬 저항,스태미나,세트보너스 방어력,세트보너스 힘
헤레몬 헬름,스켈레톤 메일,스켈레톤 그리브즈,헤레몬 건틀릿,헤레몬 부츠,5501,851,310,70,256,82,14,406,175
헤레몬 헬름,스켈레톤 메일,스켈레톤 그리브즈,헤레몬 건틀릿,아마겟돈 스케일 부츠,5522,829,298,60,247,80,14,387,148
헤레몬 헬름,스켈레톤 메일,스켈레톤 그리브즈,헤레몬 건틀릿,스켈레톤 부츠,5557,841,313,70,259,82,19,412,176
헤레몬 헬름,스켈레톤 메일,스켈레톤 그리브즈,헤레몬 건틀릿,+3 수호의 레지나 웰링턴 부츠,5946,828,307,237,257,79,14,387,148
헤레몬 헬름,스켈레톤 메일,스켈레톤 그리브즈,아마겟돈 스케일 건틀릿,블랙펄 부츠,5412,732,294,59,245,77,14,191,75
헤레몬 헬름,스켈레톤 메일,스켈레톤 그리브즈,아마겟돈 스케일 건틀릿,노블레스 부츠,5338,765,293,61,245,79,14,191,75
헤레몬 헬름,스켈레톤 메일,스켈레톤 그리브즈,아마겟돈 스케일 건틀릿,헤레몬 부츠,5522,827,297,60,248,78,14,387,148
헤레몬 헬름,스켈레톤 메일,스켈레톤 그리브즈,아마겟돈 스케일 건틀릿,아마겟돈 스케일 부츠,5501,819,285,50,239,76,14,326,135
헤레몬 헬름,스켈레톤 메일,스켈레톤 그리브즈,아마겟돈 스케일 건틀릿,스켈레톤 부츠,5401,771,300,60,251,78,19,216,103
헤레몬 헬름,스켈레톤 메일,스켈레톤 그리브즈,아마겟돈 스케일 건틀릿,+3 수호의 레지나 웰링턴 부츠,5790,758,294,227,249,75,14,191,75
헤레몬 헬름,스켈레톤 메일,스켈레톤 그리브즈,스켈레톤 건틀릿,블랙펄 부츠,5348,745,309,69,255,79,19,216,103
헤레몬 헬름,스켈레톤 메일,스켈레톤 그리브즈,스켈레톤 건틀릿,노블레스 부츠,5274,778,308,71,255,81,19,216,103
헤레몬 헬름,스켈레톤 메일,스켈레톤 그리브즈,스켈레톤 건틀릿,헤레몬 부츠,5458,840,312,70,258,80,19,412,176
헤레몬 헬름,스켈레톤 메일,스켈레톤 그리브즈,스켈레톤 건틀릿,아마겟돈 스케일 부츠,5302,772,300,60,249,78,19,216,103
헤레몬 헬름,스켈레톤 메일,스켈레톤 그리브즈,스켈레톤 건틀릿,스켈레톤 부츠,5383,786,315,70,261,80,24,287,133
헤레몬 헬름,스켈레톤 메일,스켈레톤 그리브즈,스켈레톤 건틀릿,+3 수호의 레지나 웰링턴 부츠,5726,771,309,237,259,77,19,216,103
헤레몬 헬름,스켈레톤 메일,스켈레톤 그리브즈,+3 레지나 글로브,블랙펄 부츠,5623,728,310,237,268,77,14,191,75
헤레몬 헬름,스켈레톤 메일,스켈레톤 그리브즈,+3 레지나 글로브,노블레스 부츠,5549,761,309,239,268,79,14,191,75
헤레몬 헬름,스켈레톤 메일,스켈레톤 그리브즈,+3 레지나 글로브,헤레몬 부츠,5733,823,313,238,271,78,14,387,148
헤레몬 헬름,스켈레톤 메일,스켈레톤 그리브즈,+3 레지나 글로브,아마겟돈 스케일 부츠,5577,755,301,228,262,76,14,191,75
헤레몬 헬름,스켈레톤 메일,스켈레톤 그리브즈,+3 레지나 글로브,스켈레톤 부츠,5612,767,316,238,274,78,19,216,103
헤레몬 헬름,스켈레톤 메일,스켈레톤 그리브즈,+3 레지나 글로브,+3 수호의 레지나 웰링턴 부츠,6111,794,310,405,272,75,14,301,115
헤레몬 헬름,스켈레톤 메일,+3 레지나 숏 스커트,블랙펄 건틀릿,블랙펄 부츠,5662,703,313,237,222,79,7,202,68
헤레몬 헬름,스켈레톤 메일,+3 레지나 숏 스커트,블랙펄 건틀릿,노블레스 부츠,5386,668,312,239,222,81,7,0,0
헤레몬 헬름,스켈레톤 메일,+3 레지나 숏 스커트,블랙펄 건틀릿,헤레몬 부츠,5570,730,316,238,225,80,7,196,73
헤레몬 헬름,스켈레톤 메일,+3 레지나 숏 스커트,블랙펄 건틀릿,아마겟돈 스케일 부츠,5414,662,304,228,216,78,7,0,0
헤레몬 헬름,스켈레톤 메일,+3 레지나 숏 스커트,블랙펄 건틀릿,스켈레톤 부츠,5615,721,319,238,228,80,12,191,75
헤레몬 헬름,스켈레톤 메일,+3 레지나 숏 스커트,블랙펄 건틀릿,+3 수호의 레지나 웰링턴 부츠,5948,701,313,405,226,77,7,110,40
헤레몬 헬름,스켈레톤 메일,+3 레지나 숏 스커트,노블레스 건틀릿,블랙펄 부츠,5467,667,311,239,271,82,7,0,0
헤레몬 헬름,스켈레톤 메일,+3 레지나 숏 스커트,노블레스 건틀릿,노블레스 부츠,5583,775,310,241,271,84,7,190,75
헤레몬 헬름,스켈레톤 메일,+3 레지나 숏 스커트,노블레스 건틀릿,헤레몬 부츠,5577,762,314,240,274,83,7,196,73
헤레몬 헬름,스켈레톤 메일,+3 레지나 숏 스커트,노블레스 건틀릿,아마겟돈 스케일 부츠,5421,694,302,230,265,81,7,0,0
헤레몬 헬름,스켈레톤 메일,+3 레지나 숏 스커트,노블레스 건틀릿,스켈레톤 부츠,5622,753,317,240,277,83,12,191,75
헤레몬 헬름,스켈레톤 메일,+3 레지나 숏 스커트,노블레스 건틀릿,+3 수호의 레지나 웰링턴 부츠,5955,733,311,407,275,80,7,110,40
헤레몬 헬름,스켈레톤 메일,+3 레지나 숏 스커트,헤레몬 건틀릿,블랙펄 부츠,5674,731,317,238,263,82,7,196,73
헤레몬 헬름,스켈레톤 메일,+3 레지나 숏 스커트,헤레몬 건틀릿,노블레스 부츠,5600,764,316,240,263,84,7,196,73
헤레몬 헬름,스켈레톤 메일,+3 레지나 숏 스커트,헤레몬 건틀릿,헤레몬 부츠,5607,780,320,239,266,83,7,215,100
헤레몬 헬름,스켈레톤 메일,+3 레지나 숏 스커트,헤레몬 건틀릿,아마겟돈 스케일 부츠,5628,758,308,229,257,81,7,196,73
헤레몬 헬름,스켈레톤 메일,+3 레지나 숏 스커트,헤레몬 건틀릿,스켈레톤 부츠,5829,817,323,239,269,83,12,387,148
헤레몬 헬름,스켈레톤 메일,+3 레지나 숏 스커트,헤레몬 건틀릿,+3 수호의 레지나 웰링턴 부츠,6162,797,317,406,267,80,7,306,113
헤레몬 헬름,스켈레톤 메일,+3 레지나 숏 스커트,아마겟돈 스케일 건틀릿,블랙펄 부츠,5518,661,304,228,255,78,7,0,0
헤레몬 헬름,스켈레톤 메일,+3 레지나 숏 스커트,아마겟돈 스케일 건틀릿,노블레스 부츠,5444,694,303,230,255,80,7,0,0
헤레몬 헬름,스켈레톤 메일,+3 레지나 숏 스커트,아마겟돈 스케일 건틀릿,헤레몬 부츠,5628,756,307,229,258,79,7,196,73
헤레몬 헬름,스켈레톤 메일,+3 레지나 숏 스커트,아마겟돈 스케일 건틀릿,아마겟돈 스케일 부츠,5607,748,295,219,249,77,7,135,60
헤레몬 헬름,스켈레톤 메일,+3 레지나 숏 스커트,아마겟돈 스케일 건틀릿,스켈레톤 부츠,5673,747,310,229,261,79,12,191,75
헤레몬 헬름,스켈레톤 메일,+3 레지나 숏 스커트,아마겟돈 스케일 건틀릿,+3 수호의 레지나 웰링턴 부츠,6006,727,304,396,259,76,7,110,40
헤레몬 헬름,스켈레톤 메일,+3 레지나 숏 스커트,스켈레톤 건틀릿,블랙펄 부츠,5620,721,319,238,265,80,12,191,75
헤레몬 헬름,스켈레톤 메일,+3 레지나 숏 스커트,스켈레톤 건틀릿,노블레스 부츠,5546,754,318,240,265,82,12,191,75
헤레몬 헬름,스켈레톤 메일,+3 레지나 숏 스커트,스켈레톤 건틀릿,헤레몬 부츠,5730,816,322,239,268,81,12,387,148
헤레몬 헬름,스켈레톤 메일,+3 레지나 숏 스커트,스켈레톤 건틀릿,아마겟돈 스케일 부츠,5574,748,310,229,259,79,12,191,75
헤레몬 헬름,스켈레톤 메일,+3 레지나 숏 스커트,스켈레톤 건틀릿,스켈레톤 부츠,5609,760,325,239,271,81,17,216,103
헤레몬 헬름,스켈레톤 메일,+3 레지나 숏 스커트,스켈레톤 건틀릿,+3 수호의 레지나 웰링턴 부츠,6108,787,319,406,269,78,12,301,115
헤레몬 헬름,스켈레톤 메일,+3 레지나 숏 스커트,+3 레지나 글로브,블랙펄 부츠,5839,697,320,406,278,78,7,110,40
헤레몬 헬름,스켈레톤 메일,+3 레지나 숏 스커트,+3 레지나 글로브,노블레스 부츠,5765,730,319,408,278,80,7,110,40
헤레몬 헬름,스켈레톤 메일,+3 레지나 숏 스커트,+3 레지나 글로브,헤레몬 부츠,5949,792,323,407,281,79,7,306,113
헤레몬 헬름,스켈레톤 메일,+3 레지나 숏 스커트,+3 레지나 글로브,아마겟돈 스케일 부츠,5793,724,311,397,272,77,7,110,40
헤레몬 헬름,스켈레톤 메일,+3 레지나 숏 스커트,+3 레지나 글로브,스켈레톤 부츠,5994,783,326,407,284,79,12,301,115
헤레몬 헬름,스켈레톤 메일,+3 레지나 숏 스커트,+3 레지나 글로브,+3 수호의 레지나 웰링턴 부츠,6272,743,320,574,282,76,7,165,60
헤레몬 헬름,+4 레지나 아머 볼레르,블랙펄 그리브즈,블랙펄 건틀릿,블랙펄 부츠,5753,714,306,232,218,74,0,222,92
헤레몬 헬름,+4 레지나 아머 볼레르,블랙펄 그리브즈,블랙펄 건틀릿,노블레스 부츠,5659,723,305,234,218,76,0,202,68
헤레몬 헬름,+4 레지나 아머 볼레르,블랙펄 그리브즈,블랙펄 건틀릿,헤레몬 부츠,5843,785,309,233,221,75,0,398,141
헤레몬 헬름,+4 레지나 아머 볼레르,블랙펄 그리브즈,블랙펄 건틀릿,아마겟돈 스케일 부츠,5687,717,297,223,212,73,0,202,68
헤레몬 헬름,+4 레지나 아머 볼레르,블랙펄 그리브즈,블랙펄 건틀릿,스켈레톤 부츠,5697,701,312,233,224,75,5,202,68
헤레몬 헬름,+4 레지나 아머 볼레르,블랙펄 그리브즈,블랙펄 건틀릿,+3 수호의 레지나 웰링턴 부츠,6221,756,306,400,222,72,0,312,108
헤레몬 헬름,+4 레지나 아머 볼레르,블랙펄 그리브즈,노블레스 건틀릿,블랙펄 부츠,5740,722,304,234,267,77,0,202,68
헤레몬 헬름,+4 레지나 아머 볼레르,블랙펄 그리브즈,노블레스 건틀릿,노블레스 부츠,5654,762,303,236,267,79,0,190,75
헤레몬 헬름,+4 레지나 아머 볼레르,블랙펄 그리브즈,노블레스 건틀릿,헤레몬 부츠,5648,749,307,235,270,78,0,196,73
헤레몬 헬름,+4 레지나 아머 볼레르,블랙펄 그리브즈,노블레스 건틀릿,아마겟돈 스케일 부츠,5492,681,295,225,261,76,0,0,0
헤레몬 헬름,+4 레지나 아머 볼레르,블랙펄 그리브즈,노블레스 건틀릿,스켈레톤 부츠,5502,665,310,235,273,78,5,0,0
헤레몬 헬름,+4 레지나 아머 볼레르,블랙펄 그리브즈,노블레스 건틀릿,+3 수호의 레지나 웰링턴 부츠,6026,720,304,402,271,75,0,110,40
헤레몬 헬름,+4 레지나 아머 볼레르,블랙펄 그리브즈,헤레몬 건틀릿,블랙펄 부츠,5947,786,310,233,259,77,0,398,141
헤레몬 헬름,+4 레지나 아머 볼레르,블랙펄 그리브즈,헤레몬 건틀릿,노블레스 부츠,5671,751,309,235,259,79,0,196,73
헤레몬 헬름,+4 레지나 아머 볼레르,블랙펄 그리브즈,헤레몬 건틀릿,헤레몬 부츠,5678,767,313,234,262,78,0,215,100
헤레몬 헬름,+4 레지나 아머 볼레르,블랙펄 그리브즈,헤레몬 건틀릿,아마겟돈 스케일 부츠,5699,745,301,224,253,76,0,196,73
헤레몬 헬름,+4 레지나 아머 볼레르,블랙펄 그리브즈,헤레몬 건틀릿,스켈레톤 부츠,5709,729,316,234,265,78,5,196,73
헤레몬 헬름,+4 레지나 아머 볼레르,블랙펄 그리브즈,헤레몬 건틀릿,+3 수호의 레지나 웰링턴 부츠,6233,784,310,401,263,75,0,306,113
헤레몬 헬름,+4 레지나 아머 볼레르,블랙펄 그리브즈,아마겟돈 스케일 건틀릿,블랙펄 부츠,5791,716,297,223,251,73,0,202,68
헤레몬 헬름,+4 레지나 아머 볼레르,블랙펄 그리브즈,아마겟돈 스케일 건틀릿,노블레스 부츠,5515,681,296,225,251,75,0,0,0
헤레몬 헬름,+4 레지나 아머 볼레르,블랙펄 그리브즈,아마겟돈 스케일 건틀릿,헤레몬 부츠,5699,743,300,224,254,74,0,196,73
헤레몬 헬름,+4 레지나 아머 볼레르,블랙펄 그리브즈,아마겟돈 스케일 건틀릿,아마겟돈 스케일 부츠,5678,735,288,214,245,72,0,135,60
헤레몬 헬름,+4 레지나 아머 볼레르,블랙펄 그리브즈,아마겟돈 스케일 건틀릿,스켈레톤 부츠,5553,659,303,224,257,74,5,0,0
헤레몬 헬름,+4 레지나 아머 볼레르,블랙펄 그리브즈,아마겟돈 스케일 건틀릿,+3 수호의 레지나 웰링턴 부츠,6077,714,297,391,255,71,0,110,40
헤레몬 헬름,+4 레지나 아머 볼레르,블랙펄 그리브즈,스켈레톤 건틀릿,블랙펄 부츠,5702,701,312,233,261,75,5,202,68
헤레몬 헬름,+4 레지나 아머 볼레르,블랙펄 그리브즈,스켈레톤 건틀릿,노블레스 부츠,5426,666,311,235,261,77,5,0,0
헤레몬 헬름,+4 레지나 아머 볼레르,블랙펄 그리브즈,스켈레톤 건틀릿,헤레몬 부츠,5610,728,315,234,264,76,5,196,73
헤레몬 헬름,+4 레지나 아머 볼레르,블랙펄 그리브즈,스켈레톤 건틀릿,아마겟돈 스케일 부츠,5454,660,303,224,255,74,5,0,0
헤레몬 헬름,+4 레지나 아머 볼레르,블랙펄 그리브즈,스켈레톤 건틀릿,스켈레톤 부츠,5655,719,318,234,267,76,10,191,75
헤레몬 헬름,+4 레지나 아머 볼레르,블랙펄 그리브즈,스켈레톤 건틀릿,+3 수호의 레지나 웰링턴 부츠,5988,699,312,401,265,73,5,110,40
헤레몬 헬름,+4 레지나 아머 볼레르,블랙펄 그리브즈,+3 레지나 글로브,블랙펄 부츠,6112,752,313,401,274,73,0,312,108
헤레몬 헬름,+4 레지나 아머 볼레르,블랙펄 그리브즈,+3 레지나 글로브,노블레스 부츠,5836,717,312,403,274,75,0,110,40
헤레몬 헬름,+4 레지나 아머 볼레르,블랙펄 그리브즈,+3 레지나 글로브,헤레몬 부츠,6020,779,316,402,277,74,0,306,113
헤레몬 헬름,+4 레지나 아머 볼레르,블랙펄 그리브즈,+3 레지나 글로브,아마겟돈 스케일 부츠,5864,711,304,392,268,72,0,110,40
헤레몬 헬름,+4 레지나 아머 볼레르,블랙펄 그리브즈,+3 레지나 글로브,스켈레톤 부츠,5874,695,319,402,280,74,5,110,40
헤레몬 헬름,+4 레지나 아머 볼레르,블랙펄 그리브즈,+3 레지나 글로브,+3 수호의 레지나 웰링턴 부츠,6343,730,313,569,278,71,0,165,60
헤레몬 헬름,+4 레지나 아머 볼레르,노블레스 그리브즈,블랙펄 건틀릿,블랙펄 부츠,5687,725,307,234,225,75,0,202,68
헤레몬 헬름,+4 레지나 아머 볼레르,노블레스 그리브즈,블랙펄 건틀릿,노블레스 부츠,5601,765,306,236,225,77,0,190,75
헤레몬 헬름,+4 레지나 아머 볼레르,노블레스 그리브즈,블랙펄 건틀릿,헤레몬 부츠,5595,752,310,235,228,76,0,196,73
헤레몬 헬름,+4 레지나 아머 볼레르,노블레스 그리브즈,블랙펄 건틀릿,아마겟돈 스케일 부츠,5439,684,298,225,219,74,0,0,0
헤레몬 헬름,+4 레지나 아머 볼레르,노블레스 그리브즈,블랙펄 건틀릿,스켈레톤 부츠,5449,668,313,235,231,76,5,0,0
헤레몬 헬름,+4 레지나 아머 볼레르,노블레스 그리브즈,블랙펄 건틀릿,+3 수호의 레지나 웰링턴 부츠,5973,723,307,402,229,73,0,110,40
헤레몬 헬름,+4 레지나 아머 볼레르,노블레스 그리브즈,노블레스 건틀릿,블랙펄 부츠,5682,764,305,236,274,78,0,190,75
헤레몬 헬름,+4 레지나 아머 볼레르,노블레스 그리브즈,노블레스 건틀릿,노블레스 부츠,5633,825,304,238,274,80,0,215,103
헤레몬 헬름,+4 레지나 아머 볼레르,노블레스 그리브즈,노블레스 건틀릿,헤레몬 부츠,5792,859,308,237,277,79,0,386,148
헤레몬 헬름,+4 레지나 아머 볼레르,노블레스 그리브즈,노블레스 건틀릿,아마겟돈 스케일 부츠,5636,791,296,227,268,77,0,190,75
헤레몬 헬름,+4 레지나 아머 볼레르,노블레스 그리브즈,노블레스 건틀릿,스켈레톤 부츠,5646,775,311,237,280,79,5,190,75
헤레몬 헬름,+4 레지나 아머 볼레르,노블레스 그리브즈,노블레스 건틀릿,+3 수호의 레지나 웰링턴 부츠,6170,830,305,404,278,76,0,300,115
헤레몬 헬름,+4 레지나 아머 볼레르,노블레스 그리브즈,헤레몬 건틀릿,블랙펄 부츠,5699,753,311,235,266,78,0,196,73
헤레몬 헬름,+4 레지나 아머 볼레르,노블레스 그리브즈,헤레몬 건틀릿,노블레스 부츠,5815,861,310,237,266,80,0,386,148
헤레몬 헬름,+4 레지나 아머 볼레르,노블레스 그리브즈,헤레몬 건틀릿,헤레몬 부츠,5632,802,314,236,269,79,0,215,100
헤레몬 헬름,+4 레지나 아머 볼레르,노블레스 그리브즈,헤레몬 건틀릿,아마겟돈 스케일 부츠,5653,780,302,226,260,77,0,196,73
헤레몬 헬름,+4 레지나 아머 볼레르,노블레스 그리브즈,헤레몬 건틀릿,스켈레톤 부츠,5663,764,317,236,272,79,5,196,73
헤레몬 헬름,+4 레지나 아머 볼레르,노블레스 그리브즈,헤레몬 건틀릿,+3 수호의 레지나 웰링턴 부츠,6187,819,311,403,270,76,0,306,113
헤레몬 헬름,+4 레지나 아머 볼레르,노블레스 그리브즈,아마겟돈 스케일 건틀릿,블랙펄 부츠,5543,683,298,225,258,74,0,0,0
헤레몬 헬름,+4 레지나 아머 볼레르,노블레스 그리브즈,아마겟돈 스케일 건틀릿,노블레스 부츠,5659,791,297,227,258,76,0,190,75
헤레몬 헬름,+4 레지나 아머 볼레르,노블레스 그리브즈,아마겟돈 스케일 건틀릿,헤레몬 부츠,5653,778,301,226,261,75,0,196,73
헤레몬 헬름,+4 레지나 아머 볼레르,노블레스 그리브즈,아마겟돈 스케일 건틀릿,아마겟돈 스케일 부츠,5632,770,289,216,252,73,0,135,60
헤레몬 헬름,+4 레지나 아머 볼레르,노블레스 그리브즈,아마겟돈 스케일 건틀릿,스켈레톤 부츠,5507,694,304,226,264,75,5,0,0
헤레몬 헬름,+4 레지나 아머 볼레르,노블레스 그리브즈,아마겟돈 스케일 건틀릿,+3 수호의 레지나 웰링턴 부츠,6031,749,298,393,262,72,0,110,40
헤레몬 헬름,+4 레지나 아머 볼레르,노블레스 그리브즈,스켈레톤 건틀릿,블랙펄 부츠,5454,668,313,235,268,76,5,0,0
헤레몬 헬름,+4 레지나 아머 볼레르,노블레스 그리브즈,스켈레톤 건틀릿,노블레스 부츠,5570,776,312,237,268,78,5,190,75
헤레몬 헬름,+4 레지나 아머 볼레르,노블레스 그리브즈,스켈레톤 건틀릿,헤레몬 부츠,5564,763,316,236,271,77,5,196,73
헤레몬 헬름,+4 레지나 아머 볼레르,노블레스 그리브즈,스켈레톤 건틀릿,아마겟돈 스케일 부츠,5408,695,304,226,262,75,5,0,0
헤레몬 헬름,+4 레지나 아머 볼레르,노블레스 그리브즈,스켈레톤 건틀릿,스켈레톤 부츠,5609,754,319,236,274,77,10,191,75
헤레몬 헬름,+4 레지나 아머 볼레르,노블레스 그리브즈,스켈레톤 건틀릿,+3 수호의 레지나 웰링턴 부츠,5942,734,313,403,272,74,5,110,40
헤레몬 헬름,+4 레지나 아머 볼레르,노블레스 그리브즈,+3 레지나 글로브,블랙펄 부츠,5864,719,314,403,281,74,0,110,40
헤레몬 헬름,+4 레지나 아머 볼레르,노블레스 그리브즈,+3 레지나 글로브,노블레스 부츠,5980,827,313,405,281,76,0,300,115
헤레몬 헬름,+4 레지나 아머 볼레르,노블레스 그리브즈,+3 레지나 글로브,헤레몬 부츠,5974,814,317,404,284,75,0,306,113
헤레몬 헬름,+4 레지나 아머 볼레르,노블레스 그리브즈,+3 레지나 글로브,아마겟돈 스케일 부츠,5818,746,305,394,275,73,0,110,40
헤레몬 헬름,+4 레지나 아머 볼레르,노블레스 그리브즈,+3 레지나 글로브,스켈레톤 부츠,5828,730,320,404,287,75,5,110,40
